iteracion,a,b,c,f(c),error_x,decision
273,201.49382517171998,1100.0,201.49428453797412,-0.01788390560054154,0.00045936625414810806,CUMPLE TOL_X
274,201.49428453797412,1100.0,201.49472869695066,-0.017291867649589676,0.0004441589765349363,CUMPLE TOL_X
275,201.49472869695066,1100.0,201.4951581520562,-0.016719427471002746,0.0004294551055465945,CUMPLE TOL_X
276,201.4951581520562,1100.0,201.4955733900349,-0.01616593642324915,0.0004152379787001337,CUMPLE TOL_X
277,201.4955733900349,1100.0,201.49597488151994,-0.015630767327536432,0.0004014914850358764,CUMPLE TOL_X
278,201.49597488151994,1100.0,201.49636308156673,-0.015113313757922242,0.0003882000467854141,CUMPLE TOL_X
279,201.49636308156673,1100.0,201.49673843016822,-0.014612989355327954,0.0003753486014943519,CUMPLE TOL_X
280,201.49673843016822,1100.0,201.49710135275362,-0.014129227163579117,0.0003629225853956086,CUMPLE TOL_X
281,201.49710135275362,1100.0,201.49745226067014,-0.013661478987728515,0.0003509079165269213,CUMPLE TOL_X
282,201.49745226067014,1100.0,201.49779155164924,-0.013209214773411304,0.00033929097909890515,CUMPLE TOL_X
283,201.49779155164924,1100.0,201.49811961025702,-0.012771922007118519,0.000328058607777848,CUMPLE TOL_X
284,201.49811961025702,1100.0,201.49843680833013,-0.012349105135569971,0.0003171980731053736,CUMPLE TOL_X
285,201.49843680833013,1100.0,201.49874350539687,-0.011940285005039186,0.00030669706674757435,CUMPLE TOL_X
286,201.49874350539687,1100.0,201.49904004908473,-0.0115449983185556,0.00029654368785259066,CUMPLE TOL_X
287,201.49904004908473,1100.0,201.4993267755141,-0.011162797111637701,0.0002867264293797689,CUMPLE TOL_X
288,201.4993267755141,1100.0,201.49960400967922,-0.01079324824488026,0.00027723416511094,CUMPLE TOL_X
289,201.49960400967922,1100.0,201.49987206581633,-0.010435932913622992,0.0002680561371164458,CUMPLE TOL_X
290,201.49987206581633,1100.0,201.50013124775987,-0.010090446173535383,0.00025918194353380386,CUMPLE TOL_X
291,201.50013124775987,1100.0,201.5003818492866,-0.00975639648228821,0.00025060152674427627,PARAR
